"organization_id","industry","has_foreign_founder","has_us_founder","company_structure","venture_capital_investors","region_or_state","country","the_month","available_balance","debit_card_spend_that_month"
"17162344-79b6-11e9-95a5-93a665afddfc","private_investment_companies","true","false","LLC","null","WY","US","2020-06-01T00:00:00.000Z","null","null"
"15e5ba62-77d0-11e9-a1f6-b7bd7820379d","enterprise","true","false","LLC","[]","WY","US","2020-05-01T00:00:00.000Z","null","null"
"0467a8d4-9082-11e9-9422-03f483318041","education","false","true","LLC","null","NM","US","2020-10-01T00:00:00.000Z","null","1.00"
"14c8f02a-a018-11e9-a0a5-8f1b5f021e17","b2b","false","true","CCorp","[]","TX","US","2020-07-01T00:00:00.000Z","null","null"
"0b046588-6215-11e9-9c74-27c2f2c5b676","b2b","false","true","CCorp","null","OH","US","2020-07-01T00:00:00.000Z","null","null"
"0bc076fc-a3d2-11e9-8b15-df73c8b0b67f","other","true","false","LLC","null","DE","US","2020-03-01T00:00:00.000Z","null","null"
"0afe8508-619a-11e9-b784-f7755bd2edfd","financial_services","false","true","LLC","[]","NC","US","2019-05-01T00:00:00.000Z","10.00","null"
"0ec4a732-c19c-11e9-a9ad-43d2cd1ae9b2","education","true","false","LLC","null","FL","US","2019-06-01T00:00:00.000Z","null","null"
"00cbb10e-aed5-11e9-ad1f-b33e81947a53","b2b","true","false","LLC","[]","DE","US","2020-02-01T00:00:00.000Z","null","null"
"0d66757e-c821-11e9-8d6d-cfe3c18c0366","online_retailer","true","false","LLC","null","NY","US","2019-11-01T00:00:00.000Z","null","null"
"03db66f4-5260-11e9-b741-d3c58627e7f5","advertising","false","true","CCorp","[]","CA","US","2019-05-01T00:00:00.000Z","null","null"
"08d3417a-b31a-11e9-8281-53ac3dfa11b4","b2b","false","true","CCorp","null","FL","US","2019-09-01T00:00:00.000Z","293214.15","null"
"08800d5e-621e-11e9-880b-37acf9df48b6","consumer","false","true","CCorp","[Andreessen Horowitz (A16Z)]","CA","US","2019-10-01T00:00:00.000Z","null","null"
"10f5fe68-c046-11e9-a202-a77c6c284f73","financial_services","false","true","CCorp","[Dorm Room Fund]","NY","US","2020-02-01T00:00:00.000Z","null","null"
"15c6d5cc-c567-11e9-bf26-e7faeeae4585","other_travel_services","true","false","LLC","null","DE","US","2020-04-01T00:00:00.000Z","null","1.00"
"15e6042a-7822-11e9-a827-0f2d93150a4a","developer_tools","true","false","CCorp","null","DE","US","2019-11-01T00:00:00.000Z","null","852.00"
"0f6843b8-ba32-11e9-967b-c3bdda69bb3a","enterprise","true","true","CCorp","[]","WY","US","2020-11-01T00:00:00.000Z","null","null"
"14c69332-e07f-11e9-8d61-0f74fb93f5ce","media","false","true","SCorp","null","CA","US","2020-11-01T00:00:00.000Z","null","null"
"0b046588-6215-11e9-9c74-27c2f2c5b676","b2b","false","true","CCorp","null","OH","US","2021-01-01T00:00:00.000Z","null","15.06"
"06ca5b98-af23-11e9-9919-271b87247b3e","financial_services","false","true","CCorp","[Slow Ventures]","CA","US","2020-04-01T00:00:00.000Z","null","null"
"0bc076fc-a3d2-11e9-8b15-df73c8b0b67f","other","true","false","LLC","null","DE","US","2020-06-01T00:00:00.000Z","null","null"
"18f05820-c000-11e9-98fe-9399f63ea17c","marketing","true","false","CCorp","[]","CA","US","2019-12-01T00:00:00.000Z","null","3329.37"
"06453570-b870-11e9-8eaf-2fea1850fd99","real_estate","false","true","LLC","null","NY","US","2020-11-01T00:00:00.000Z","null","null"
"17c69ac6-6318-11e9-ae16-fb5116f7610d","consumer","false","true","LLC","null","AZ","US","2020-03-01T00:00:00.000Z","null","45.46"
"121123f8-c894-11e9-8911-8390bda9593b","other","false","true","CCorp","null","CA","US","2019-12-01T00:00:00.000Z","null","null"
"11318d12-8eb8-11e9-8e2f-631dc57e6c83","marketing","false","true","CCorp","null","NY","US","2019-11-01T00:00:00.000Z","null","null"
"0d4041e8-666e-11e9-beaf-9f233a1886bc","online_retailer","true","false","LLC","null","CA","US","2020-06-01T00:00:00.000Z","null","239.00"
"020d3db6-61a1-11e9-aadf-23e9b875e920","consumer","false","true","CCorp","null","CA","US","2020-05-01T00:00:00.000Z","null","null"
"017f264e-65dd-11e9-9aeb-6345934cd278","health_services","false","true","ProfessionalCorporation","null","FL","US","2019-10-01T00:00:00.000Z","null","null"
"0f2f4206-668c-11e9-84c3-eb8d8edf7971","real_estate","false","true","LLC","null","MN","US","2020-08-01T00:00:00.000Z","null","null"
"128b899e-aeeb-11e9-a9a9-db9e3fe3aa80","research","false","true","CCorp","null","MA","US","2020-10-01T00:00:00.000Z","null","null"
"020d3db6-61a1-11e9-aadf-23e9b875e920","consumer","false","true","CCorp","null","CA","US","2020-03-01T00:00:00.000Z","null","null"
"11f42f4a-a0db-11e9-b32e-0ffa7b075f58","b2b","false","true","CCorp","null","GA","US","2019-06-01T00:00:00.000Z","null","null"
"14b69f92-6c79-11e9-b5c5-6b314faee9bc","enterprise","false","true","LLC","null","CA","US","2020-06-01T00:00:00.000Z","null","44.48"
"15e6042a-7822-11e9-a827-0f2d93150a4a","developer_tools","true","false","CCorp","null","DE","US","2019-07-01T00:00:00.000Z","772.02","55.99"
"171ab36c-ad20-11e9-a3f4-9b093adc4c1b","marketing","false","true","LLC","null","NY","US","2020-12-01T00:00:00.000Z","null","null"
"19820ecc-61f1-11e9-b604-dbdab0151d10","advertising","false","true","LLC","null","NC","US","2020-10-01T00:00:00.000Z","null","33.76"
"0f6843b8-ba32-11e9-967b-c3bdda69bb3a","enterprise","true","true","CCorp","[]","WY","US","2020-12-01T00:00:00.000Z","null","null"
"14c8f02a-a018-11e9-a0a5-8f1b5f021e17","b2b","false","true","CCorp","[]","TX","US","2019-04-01T00:00:00.000Z","null","null"
"04b18f96-d34c-11e9-a521-5fa8a77b0d69","media","true","false","CCorp","null","FL","US","2019-06-01T00:00:00.000Z","null","null"
"074f2b02-92ae-11e9-bdea-a77a65d50892","biotech","false","true","CCorp","[]","VT","US","2019-09-01T00:00:00.000Z","200.00","null"
"10f5fe68-c046-11e9-a202-a77c6c284f73","financial_services","false","true","CCorp","[Dorm Room Fund]","NY","US","2020-09-01T00:00:00.000Z","null","null"
"171ab36c-ad20-11e9-a3f4-9b093adc4c1b","marketing","false","true","LLC","null","NY","US","2021-01-01T00:00:00.000Z","null","null"
"0b523ea6-98f3-11e9-966f-9f10425b8a60","accounting_and_tax_preparation","false","true","LLC","[]","CA","US","2019-05-01T00:00:00.000Z","null","null"
"0f703a82-86f7-11e9-8ef6-bf08ab01dc7d","artificial_intelligence","false","true","CCorp","[]","CA","US","2020-05-01T00:00:00.000Z","null","null"
"06b385ce-6c63-11e9-865b-3337f171ef7f","b2b","false","true","CCorp","null","CA","US","2020-09-01T00:00:00.000Z","null","null"
"020d3db6-61a1-11e9-aadf-23e9b875e920","consumer","false","true","CCorp","null","CA","US","2020-04-01T00:00:00.000Z","null","null"
"1488f032-c5bc-11e9-aea6-a7a1fe8cb214","other_food_services","false","true","CCorp","null","CA","US","2020-10-01T00:00:00.000Z","null","null"
"0ffddb58-77d4-11e9-abc4-17cbb0ee4509","online_retailer","true","false","CCorp","[]","CA","US","2020-02-01T00:00:00.000Z","null","null"
"020d3db6-61a1-11e9-aadf-23e9b875e920","consumer","false","true","CCorp","null","CA","US","2019-04-01T00:00:00.000Z","null","null"
"0383cb78-77ff-11e9-8b62-bfb4efd1fdca","online_retailer","false","true","CCorp","null","NJ","US","2019-09-01T00:00:00.000Z","1142.55","null"
"09d878b4-d909-11e9-9fa9-973dd6c284b0","financial_services","false","true","LLC","null","CA","US","2019-09-01T00:00:00.000Z","50000.00","null"
"08d3417a-b31a-11e9-8281-53ac3dfa11b4","b2b","false","true","CCorp","null","FL","US","2019-05-01T00:00:00.000Z","null","null"
"085f310e-7ce7-11e9-a9f6-f3a4fd1a176b","consumer","false","true","CCorp","[]","MA","US","2019-05-01T00:00:00.000Z","null","null"
"03937916-7e6b-11e9-9f03-8f997a6f41a3","education","false","true","CCorp","[]","CA","US","2019-12-01T00:00:00.000Z","null","206.00"
"08d3417a-b31a-11e9-8281-53ac3dfa11b4","b2b","false","true","CCorp","null","FL","US","2020-10-01T00:00:00.000Z","null","null"
"115c393c-d4b7-11e9-a103-e3280015e2c9","entertainment","false","true","LLC","null","PA","US","2019-08-01T00:00:00.000Z","null","null"
"171ab36c-ad20-11e9-a3f4-9b093adc4c1b","marketing","false","true","LLC","null","NY","US","2020-04-01T00:00:00.000Z","null","null"
"0d4041e8-666e-11e9-beaf-9f233a1886bc","online_retailer","true","false","LLC","null","CA","US","2020-10-01T00:00:00.000Z","null","32578.60"
"0b6c20d4-86f9-11e9-a25e-e7230c18a764","b2b","true","false","CCorp","[]","CA","US","2019-08-01T00:00:00.000Z","299023.83","null"
"13a158fe-6792-11e9-9a6c-c7b0f69b61ff","consulting","false","true","LLC","[]","CA","US","2020-06-01T00:00:00.000Z","null","null"
"0f2b2716-670e-11e9-9265-37534f11de43","b2b","true","false","CCorp","null","CA","US","2019-09-01T00:00:00.000Z","1705.37","null"
"02fbd4a8-9b0d-11e9-9e8e-63df727347f9","consumer","false","true","LLC","null","TX","US","2020-12-01T00:00:00.000Z","null","45.17"
"190a80fa-623c-11e9-a601-e31c387e07e9","health_services","false","true","ProfessionalCorporation","[]","CA","US","2019-05-01T00:00:00.000Z","null","null"
"06ca5b98-af23-11e9-9919-271b87247b3e","financial_services","false","true","CCorp","[Slow Ventures]","CA","US","2020-01-01T00:00:00.000Z","null","null"
"0f9b3060-76ae-11e9-b46a-5f34f7d02ac2","online_retailer","true","false","CCorp","[]","DE","US","2019-09-01T00:00:00.000Z","48.02","110.06"
"04f3def8-978a-11e9-8216-878c4a93f311","enterprise","false","true","CCorp","null","CA","US","2021-01-01T00:00:00.000Z","null","null"
"18de351a-6159-11e9-ae51-17c7d8de5e19","developer_tools","false","true","CCorp","[The House Fund, S2 Capital]","CA","US","2019-11-01T00:00:00.000Z","null","null"
"00cbb10e-aed5-11e9-ad1f-b33e81947a53","b2b","true","false","LLC","[]","DE","US","2020-12-01T00:00:00.000Z","null","7274.01"
"16bfd6b0-cad3-11e9-99e7-a3f2a7a2814f","consulting","true","false","LLC","null","DE","US","2020-09-01T00:00:00.000Z","null","null"
"169a176c-62d8-11e9-90d4-57e5cdd07dbb","enterprise","false","true","LLC","null","TX","US","2020-03-01T00:00:00.000Z","null","null"
"15e6042a-7822-11e9-a827-0f2d93150a4a","developer_tools","true","false","CCorp","null","DE","US","2019-05-01T00:00:00.000Z","48000.00","null"
"0f797ec8-655d-11e9-8d24-bfb4f1128159","other_food_services","true","false","CCorp","null","FL","US","2020-11-01T00:00:00.000Z","null","4976.99"
"0467a8d4-9082-11e9-9422-03f483318041","education","false","true","LLC","null","NM","US","2020-11-01T00:00:00.000Z","null","null"
"00e5b312-99f7-11e9-98dd-6b543da80032","consumer","false","true","CCorp","[DST Global, Soma Capital, Global Founders Capital]","CA","US","2020-06-01T00:00:00.000Z","null","497.59"
"06105d16-da29-11e9-a650-bfe183824cdf","consumer","false","true","CCorp","[]","CA","US","2021-01-01T00:00:00.000Z","null","null"
"128b899e-aeeb-11e9-a9a9-db9e3fe3aa80","research","false","true","CCorp","null","MA","US","2019-10-01T00:00:00.000Z","null","98.78"
"04405e2e-62e1-11e9-b518-3fda39dcfb22","media","false","true","CCorp","null","NY","US","2020-05-01T00:00:00.000Z","null","1106.51"
"00cbb10e-aed5-11e9-ad1f-b33e81947a53","b2b","true","false","LLC","[]","DE","US","2020-11-01T00:00:00.000Z","null","8359.52"
"02e7ecd4-9187-11e9-9c6d-db3afed017cf","online_retailer","true","false","CCorp","[]","DE","US","2020-10-01T00:00:00.000Z","null","1496.96"
"128d34b8-448a-11e9-a172-6b88abed55a7","financial_services","false","true","CCorp","null","TX","US","2019-04-01T00:00:00.000Z","78263.50","null"
"07b75614-7bbb-11e9-b976-67be2998d3dd","online_retailer","true","false","CCorp","null","TX","US","2020-03-01T00:00:00.000Z","null","11243.26"
"020d3db6-61a1-11e9-aadf-23e9b875e920","consumer","false","true","CCorp","null","CA","US","2019-08-01T00:00:00.000Z","500.00","null"
"169a176c-62d8-11e9-90d4-57e5cdd07dbb","enterprise","false","true","LLC","null","TX","US","2020-06-01T00:00:00.000Z","null","null"
"017f264e-65dd-11e9-9aeb-6345934cd278","health_services","false","true","ProfessionalCorporation","null","FL","US","2020-05-01T00:00:00.000Z","null","null"
"11dfbada-c366-11e9-8261-83e9aa732111","b2b","false","true","CCorp","[]","CA","US","2019-06-01T00:00:00.000Z","null","null"
"0bbe8d52-62bd-11e9-9493-0b2508213ad9","enterprise","false","true","CCorp","[New Enterprise Associates (NEA), CRV, Matrix Partners]","CA","US","2019-04-01T00:00:00.000Z","200000.00","null"
"028c55d6-615d-11e9-93d6-1759ea5444f8","healthcare","false","true","CCorp","[Social Capital (SoCap)]","CA","US","2019-09-01T00:00:00.000Z","16440.82","null"
"0f2f4206-668c-11e9-84c3-eb8d8edf7971","real_estate","false","true","LLC","null","MN","US","2019-05-01T00:00:00.000Z","2200.00","null"
"11938f26-a402-11e9-ae0b-13a4db26d42d","nonprofit","false","true","NonProfit","null","NJ","US","2020-03-01T00:00:00.000Z","null","null"
"0f9b3060-76ae-11e9-b46a-5f34f7d02ac2","online_retailer","true","false","CCorp","[]","DE","US","2019-05-01T00:00:00.000Z","null","null"
"164ad238-da2e-11e9-8796-a3e1800268c7","online_retailer","true","false","LLC","null","DE","US","2020-11-01T00:00:00.000Z","null","null"
"0f6843b8-ba32-11e9-967b-c3bdda69bb3a","enterprise","true","true","CCorp","[]","WY","US","2019-12-01T00:00:00.000Z","null","1222.40"
"09e5913a-8ecb-11e9-bbc6-af3180fa14ba","crypto","false","true","CCorp","null","WI","US","2019-08-01T00:00:00.000Z","43360.46","94.81"
"01d0bab6-c3f4-11e9-b012-8b258164edb3","hardware","true","false","LLC","null","DE","US","2020-05-01T00:00:00.000Z","null","null"
"13a158fe-6792-11e9-9a6c-c7b0f69b61ff","consulting","false","true","LLC","[]","CA","US","2021-01-01T00:00:00.000Z","null","null"
"120cfc48-711d-11e9-be0a-5b06fe20987f","private_investment_companies","true","false","LLC","null","WY","US","2020-12-01T00:00:00.000Z","null","null"
"128b899e-aeeb-11e9-a9a9-db9e3fe3aa80","research","false","true","CCorp","null","MA","US","2020-04-01T00:00:00.000Z","null","36.58"
"17ae44d4-83c6-11e9-b04b-f7979405f7d5","consumer","false","true","CCorp","null","NY","US","2020-07-01T00:00:00.000Z","null","null"
"120cfc48-711d-11e9-be0a-5b06fe20987f","private_investment_companies","true","false","LLC","null","WY","US","2020-08-01T00:00:00.000Z","null","null"
"00e5b312-99f7-11e9-98dd-6b543da80032","consumer","false","true","CCorp","[DST Global, Soma Capital, Global Founders Capital]","CA","US","2019-05-01T00:00:00.000Z","null","null"
"070db6e4-9787-11e9-bfe7-c720e21385f1","marketing","true","false","CCorp","null","DE","US","2020-03-01T00:00:00.000Z","null","1792.86"
"01ca1004-7812-11e9-9877-0ffcd45c506c","consulting","false","true","SCorp","[]","OR","US","2019-12-01T00:00:00.000Z","null","null"
"0b12f568-6174-11e9-ae5d-930d558a84b9","consulting","false","true","LLP","null","GA","US","2020-02-01T00:00:00.000Z","null","5478.33"
"13a158fe-6792-11e9-9a6c-c7b0f69b61ff","consulting","false","true","LLC","[]","CA","US","2020-01-01T00:00:00.000Z","null","null"
"174bc9ae-61b0-11e9-ac17-efe7bb8cc42f","consumer","true","false","CCorp","[]","NC","US","2019-08-01T00:00:00.000Z","null","null"
"04b18f96-d34c-11e9-a521-5fa8a77b0d69","media","true","false","CCorp","null","FL","US","2019-04-01T00:00:00.000Z","null","null"
"14b69f92-6c79-11e9-b5c5-6b314faee9bc","enterprise","false","true","LLC","null","CA","US","2020-12-01T00:00:00.000Z","null","44.09"
"17c69ac6-6318-11e9-ae16-fb5116f7610d","consumer","false","true","LLC","null","AZ","US","2021-01-01T00:00:00.000Z","null","null"
"03937916-7e6b-11e9-9f03-8f997a6f41a3","education","false","true","CCorp","[]","CA","US","2019-04-01T00:00:00.000Z","null","null"
"0ebec77e-6227-11e9-9c4d-7b43faa31c15","b2b","false","true","LLC","null","IL","US","2019-07-01T00:00:00.000Z","500.16","null"
"02bbff04-625a-11e9-9ffb-c3370d1078b4","online_retailer","false","true","LLC","[]","FL","US","2020-07-01T00:00:00.000Z","null","1119.16"
"01a7a796-acae-11e9-bc96-43d31ea5b120","online_retailer","true","true","CCorp","null","CA","US","2020-07-01T00:00:00.000Z","null","null"
"0e3484a6-618c-11e9-9938-5fd694af8a3d","healthcare","false","true","CCorp","[Lux Capital, Pelion Venture Partners]","UT","US","2020-08-01T00:00:00.000Z","null","null"
"070db6e4-9787-11e9-bfe7-c720e21385f1","marketing","true","false","CCorp","null","DE","US","2020-12-01T00:00:00.000Z","null","1022.73"
"0ec4a732-c19c-11e9-a9ad-43d2cd1ae9b2","education","true","false","LLC","null","FL","US","2021-01-01T00:00:00.000Z","null","1646.14"
"1488f032-c5bc-11e9-aea6-a7a1fe8cb214","other_food_services","false","true","CCorp","null","CA","US","2020-11-01T00:00:00.000Z","null","null"
"08d3417a-b31a-11e9-8281-53ac3dfa11b4","b2b","false","true","CCorp","null","FL","US","2019-12-01T00:00:00.000Z","null","327.97"
"1760dc5a-d0db-11e9-8574-171afa85acc5","consumer","true","false","LLC","null","FL","US","2020-12-01T00:00:00.000Z","null","1189.02"
"19879b42-915f-11e9-85f1-3721e438006f","private_investment_companies","false","true","CCorp","null","OR","US","2020-02-01T00:00:00.000Z","null","null"
"0f2b2716-670e-11e9-9265-37534f11de43","b2b","true","false","CCorp","null","CA","US","2019-05-01T00:00:00.000Z","null","null"
"0b046588-6215-11e9-9c74-27c2f2c5b676","b2b","false","true","CCorp","null","OH","US","2019-12-01T00:00:00.000Z","null","886.50"
"02bbff04-625a-11e9-9ffb-c3370d1078b4","online_retailer","false","true","LLC","[]","FL","US","2019-10-01T00:00:00.000Z","null","796.34"
"128d34b8-448a-11e9-a172-6b88abed55a7","financial_services","false","true","CCorp","null","TX","US","2019-07-01T00:00:00.000Z","71421.28","null"
"0c68cf50-77c2-11e9-b0a7-6b39ffbc089c","online_retailer","true","true","CCorp","null","NY","US","2020-01-01T00:00:00.000Z","null","1253.43"
"0f629d58-94f5-11e9-b16e-2b6c91cc7775","artificial_intelligence","true","true","CCorp","null","NY","US","2020-09-01T00:00:00.000Z","null","500.61"
"1672152a-650b-11e9-bd1c-5bd878a9571f","b2b","false","true","LLC","null","OH","US","2020-09-01T00:00:00.000Z","null","null"
"1760dc5a-d0db-11e9-8574-171afa85acc5","consumer","true","false","LLC","null","FL","US","2019-07-01T00:00:00.000Z","null","null"
"0862e2a4-61c1-11e9-b28c-039081d050fe","b2b","false","true","LLC","null","NJ","US","2020-05-01T00:00:00.000Z","null","null"
"023776b4-92f5-11e9-8034-a322c325e9c0","b2b","false","true","CCorp","[]","CA","US","2019-10-01T00:00:00.000Z","null","85.00"
"08d3417a-b31a-11e9-8281-53ac3dfa11b4","b2b","false","true","CCorp","null","FL","US","2019-07-01T00:00:00.000Z","null","null"
"04f3def8-978a-11e9-8216-878c4a93f311","enterprise","false","true","CCorp","null","CA","US","2019-07-01T00:00:00.000Z","52.00","342.78"
"074f2b02-92ae-11e9-bdea-a77a65d50892","biotech","false","true","CCorp","[]","VT","US","2019-10-01T00:00:00.000Z","null","null"
"0b12f568-6174-11e9-ae5d-930d558a84b9","consulting","false","true","LLP","null","GA","US","2020-09-01T00:00:00.000Z","null","null"
"10cea662-8c9b-11e9-806f-0f4df1c029de","other","true","false","CCorp","null","DE","US","2020-06-01T00:00:00.000Z","null","105.76"
"07f6d4e4-d4e2-11e9-a02f-a31a224e6d76","online_retailer","true","false","CCorp","null","TX","US","2020-01-01T00:00:00.000Z","null","null"
"156125a6-6cc0-11e9-9dd4-dff416fd0e16","financial_services","true","false","CCorp","null","CA","US","2020-08-01T00:00:00.000Z","null","null"
"02bbff04-625a-11e9-9ffb-c3370d1078b4","online_retailer","false","true","LLC","[]","FL","US","2021-01-01T00:00:00.000Z","null","2279.83"
"02dde8a4-ba2e-11e9-9e82-6bd7abe9a064","b2b","true","false","CCorp","null","DE","US","2019-11-01T00:00:00.000Z","null","null"
"02dde8a4-ba2e-11e9-9e82-6bd7abe9a064","b2b","true","false","CCorp","null","DE","US","2020-03-01T00:00:00.000Z","null","null"
"18de351a-6159-11e9-ae51-17c7d8de5e19","developer_tools","false","true","CCorp","[The House Fund, S2 Capital]","CA","US","2020-01-01T00:00:00.000Z","null","null"
"074f2b02-92ae-11e9-bdea-a77a65d50892","biotech","false","true","CCorp","[]","VT","US","2019-05-01T00:00:00.000Z","null","null"
"171ab36c-ad20-11e9-a3f4-9b093adc4c1b","marketing","false","true","LLC","null","NY","US","2020-02-01T00:00:00.000Z","null","null"
"0f2b2716-670e-11e9-9265-37534f11de43","b2b","true","false","CCorp","null","CA","US","2020-01-01T00:00:00.000Z","null","145.99"
"15717128-a8ba-11e9-a795-3b1ad729de25","biotech","false","true","LLC","[]","TX","US","2020-09-01T00:00:00.000Z","null","38.38"
